timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1574959766847,299,www.sears.com,200,OK,Thread Group 1-1,text,true,,116933,118,1,1,https://www.sears.com/,221,0,160
1574959767147,1315,www.kmart.com,200,OK,Thread Group 1-1,text,true,,83451,118,1,1,https://www.kmart.com/,1233,0,1196
1574959768463,736,www.staples.com,200,OK,Thread Group 1-1,text,true,,560934,120,1,1,https://www.staples.com/,504,0,215
1574959769201,370,www.dell.com,200,OK,Thread Group 1-1,text,true,,197074,239,1,1,https://www.dell.com/en-us,205,0,162
1574959769201,205,www.dell.com-0,302,Moved Temporarily,Thread Group 1-1,text,true,,1469,117,1,1,https://www.dell.com/,205,0,162
1574959769406,165,www.dell.com-1,200,OK,Thread Group 1-1,text,true,,195605,122,1,1,https://www.dell.com/en-us,45,0,0
1574959769575,385,www.target.com,200,OK,Thread Group 1-1,text,true,,282158,119,1,1,https://www.target.com/,219,0,149
1574959769961,1522,www.bjs.com,200,OK,Thread Group 1-1,text,true,,6429435,116,1,1,https://www.bjs.com/,201,0,155
1574959771487,476,www.lenovo.com,200,OK,Thread Group 1-1,text,true,,230239,244,1,1,https://www.lenovo.com/us/en/,179,0,139
1574959771487,179,www.lenovo.com-0,301,Moved Permanently,Thread Group 1-1,,true,,1104,119,1,1,https://www.lenovo.com/,179,0,139
1574959771666,297,www.lenovo.com-1,200,OK,Thread Group 1-1,text,true,,229135,125,1,1,https://www.lenovo.com/us/en/,75,0,0
1574959771965,337,www.harborfreight.com,200,OK,Thread Group 1-1,text,true,,495216,126,1,1,https://www.harborfreight.com/,174,0,137
